Molecule_ID,BindingDB_ID,SMILES,Target_Class,Specific_Target,MW,logP,TPSA,HBD,HBA,nRotB,nArom,MW_normalized,logP_normalized,TPSA_normalized,HBD_normalized,HBA_normalized,nRotB_normalized,nArom_normalized,pActivity,Ki_M,Assay_Type,Temperature_C,pH,Scaffold_ID,Cluster_ID,Split,Date_Added
Kinase_0006,BDBM742053,c1ccc2c(c1)ncc(n2)c3ccccc3S(=O)(=O)N,Kinase,CDK2,285.32800000000003,1.944199999999999,85.94,1,4,2,3,1.641692172055553,0.01245951167876607,1.162509314188352,-0.811212437284188,0.9991671219254472,-0.7194993845091349,1.4277904424775893,6.873413456457622,1.6232930334805027e-07,Direct_Binding,37,6.830215064871497,Scaffold_142,Cluster_037,Train,2024-01-12 06:00:00
Protease_0304,BDBM129365,c1cc(ccc1S(=O)(=O)N)COCC,Protease,Trypsin,215.27399999999994,0.8705000000000003,69.39,1,3,4,1,-0.4788635845163407,-0.8173939342391032,0.4583347180502123,-0.811212437284188,0.12045466604305038,0.5868074657903506,-0.4885292248583149,7.488828067326786,2.4239949564497307e-08,Direct_Binding,30,7.428555532894136,Scaffold_239,Cluster_011,Train,2024-01-12 07:00:00
GPCR_0034,BDBM167384,C1CC(CCC1N)c2ccccc2CN,GPCR,Serotonin_5HT2A,204.317,2.1302000000000003,52.04,2,2,2,1,-0.8105352866997717,0.15621730337172027,-0.2798785292607681,0.3140535153918265,-0.7582577898393464,-0.7194993845091349,-0.4885292248583149,8.89257455610594,1.066082229767662e-09,Direct_Binding,25,7.298293197209187,Scaffold_232,Cluster_118,Train,2024-01-12 08:00:00
Kinase_0098,BDBM761701,c1cc(ccc1N)c2ncnc3c2cc(cc3)OC,Kinase,CDK2,251.28900000000002,2.887600000000001,61.03,1,4,2,3,0.6113213524313968,0.7416052142762517,0.10263081329402814,-0.811212437284188,0.9991671219254472,-0.7194993845091349,1.4277904424775893,7.644880290826984,2.6591008442218593e-08,Functional,20,7.1209285674784315,Scaffold_078,Cluster_106,Train,2024-01-12 09:00:00
GPCR_0002,BDBM240857,c1ccc2c(c1)OCCn2SNCS,GPCR,Dopamine_D2,228.342,1.925499999999999,24.5,2,5,3,1,-0.08329127420027567,-0.0019935566258479963,-1.4516590958858056,0.3140535153918265,1.877879577807844,-0.06634595935939212,-0.4885292248583149,9.0,1.6054310298335683e-09,Direct_Binding,37,7.237426085770677,Scaffold_170,Cluster_182,Train,2024-01-12 10:00:00
Protease_0012,BDBM807265,c1ccc(cc1)C(=O)NC(C)C(=O)S(=O)(=O)N,Protease,Trypsin,256.28299999999996,-0.37999999999999984,106.33,2,4,3,1,0.7624912420639647,-1.783894571400598,2.030069435956127,0.3140535153918265,0.9991671219254472,-0.06634595935939212,-0.4885292248583149,8.17125480222982,8.788403898781934e-09,Enzymatic,37,6.967720615971151,Scaffold_038,Cluster_139,Train,2024-01-12 11:00:00
Protease_0214,BDBM851435,C1CCC(CC1)NC(=O)C(C)NN,Protease,Thrombin,185.27100000000002,0.28710000000000074,67.15,3,3,3,0,-1.3870634641010366,-1.2682987496889357,0.36302649476625887,1.4393194680678412,0.12045466604305038,-0.06634595935939212,-1.446689058526267,7.942405092067268,1.9644442537947312e-08,Enzymatic,25,7.069304984412202,Scaffold_094,Cluster_059,Train,2024-01-12 12:00:00
Kinase_0267,BDBM798359,c1cc(ccc1N)c2ncnc3c2cc(cc3)Br,Kinase,ABL1,300.159,3.6415000000000015,51.8,1,3,1,3,2.090631025307582,1.3242880054446255,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,8.027468695589747,1.5858381185112007e-08,Direct_Binding,37,6.757607220333722,Scaffold_174,Cluster_103,Train,2024-01-12 13:00:00
Kinase_0437,BDBM698749,c1ccc(cc1)NC(=O)Nc2ccc(cc2)C,Kinase,CDK2,226.279,3.6390200000000013,41.13,2,1,2,2,-0.14573890782302165,1.3223712348887193,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,-0.7194993845091349,0.46963060880963725,7.781831331835694,2.37067364807936e-08,Direct_Binding,30,7.327518922106303,Scaffold_233,Cluster_033,Train,2024-01-12 14:00:00
Kinase_0440,BDBM507475,c1cc(ccc1C(=O)N)Nc2nccc(n2)OCCC(=O)OS,Kinase,CDK2,334.357,1.476,116.43000000000002,3,8,7,2,3.125814822995731,-0.3494082198838176,2.45980740701324,1.4393194680678412,4.514016945455035,2.5462677412395784,0.46963060880963725,6.532393845165507,1.9632177090181585e-07,Direct_Binding,37,7.456047143611933,Scaffold_271,Cluster_161,Train,2024-01-12 15:00:00
Kinase_0315,BDBM908239,c1cc(ccc1C(=O)N)Nc2nccc(n2)OCCOCC,Kinase,VEGFR2,302.33400000000006,1.7344000000000002,99.36000000000001,2,6,8,2,2.156468932786727,-0.1496930942200588,1.7335076876127538,0.3140535153918265,2.7565920336902408,3.1994211663893215,0.46963060880963725,6.6658738210731485,2.2780172115050895e-07,Functional,37,6.9464195164015825,Scaffold_222,Cluster_091,Train,2024-01-12 16:00:00
Protease_0161,BDBM935456,c1ccc(cc1)C(=O)NC(C)C(=O)C(C)CON(C)C,Protease,Trypsin,278.352,1.5032999999999999,58.64000000000001,1,4,7,1,1.4305265432856664,-0.32830828594178746,0.00094034291516714,-0.811212437284188,0.9991671219254472,2.5462677412395784,-0.4885292248583149,7.47421749451729,2.5461321777543832e-08,Direct_Binding,30,6.6990934199359256,Scaffold_011,Cluster_054,Train,2024-01-12 17:00:00
Protease_0269,BDBM898304,CC(C)CC(NC(=O)C)C(=O)NS,Protease,Trypsin,204.295,0.49820000000000003,58.2,3,3,4,0,-0.811201233350136,-1.1051413850309664,-0.017780915229895392,1.4393194680678412,0.12045466604305038,0.5868074657903506,-1.446689058526267,7.921261942307513,1.337269959011477e-08,Enzymatic,37,7.110376059781692,Scaffold_206,Cluster_104,Train,2024-01-12 18:00:00
Kinase_0119,BDBM263281,c1cc(ccc1N)c2ncnc3c2cc(cc3),Kinase,CDK2,221.26300000000003,2.8790000000000004,51.8,1,3,1,3,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.8449474221772535,4.0466420317448065e-08,Functional,30,6.533189354562426,Scaffold_151,Cluster_108,Train,2024-01-12 19:00:00
Kinase_0383,BDBM376141,c1ccc2c(c1)ncc(n2)c3ccccc3C(=O)N,Kinase,CDK2,249.27299999999997,2.3956999999999993,68.87,1,3,2,3,0.5502964230162453,0.36141995764311236,0.43620959478786614,-0.811212437284188,0.12045466604305038,-0.7194993845091349,1.4277904424775893,6.874924641353529,9.059664498988469e-08,Enzymatic,37,6.759334897317094,Scaffold_004,Cluster_107,Train,2024-01-12 20:00:00
Kinase_0251,BDBM227885,c1ccc2c(c1)ncc(n2)c3ccccc3C(C)CS,Kinase,VEGFR2,280.39599999999996,4.3301000000000025,25.78,1,3,3,3,1.4923990411649155,1.8565009912498285,-1.3971972540092605,-0.811212437284188,0.12045466604305038,-0.06634595935939212,1.4277904424775893,8.086250406849743,6.353681683404249e-09,Functional,37,7.492816838999071,Scaffold_200,Cluster_118,Train,2024-01-12 21:00:00
Kinase_0450,BDBM331444,c1ccc(cc1)NC(=O)Nc2ccc(cc2),Kinase,ABL1,212.252,3.3306000000000004,41.13,2,1,2,2,-0.5703404380344854,1.0839960837385003,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,-0.7194993845091349,0.46963060880963725,7.2987639717166575,4.622685532101689e-08,Direct_Binding,30,7.010432489004232,Scaffold_010,Cluster_116,Train,2024-01-12 22:00:00
Kinase_0448,BDBM151470,c1ccc2c(c1)ncc(n2)c3ccccc3C(=O)N,Kinase,VEGFR2,249.27299999999997,2.3956999999999993,68.87,1,3,2,3,0.5502964230162453,0.36141995764311236,0.43620959478786614,-0.811212437284188,0.12045466604305038,-0.7194993845091349,1.4277904424775893,7.0525270320508975,6.088130415954827e-08,Functional,30,7.383464762986061,Scaffold_005,Cluster_114,Train,2024-01-12 23:00:00
Kinase_0010,BDBM174809,c1ccc2c(c1)ncc(n2)c3ccccc3CCCCl,Kinase,EGFR,282.77399999999994,4.468200000000002,25.78,0,2,4,3,1.5643818200087778,1.96323728712508,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,0.5868074657903506,1.4277904424775893,8.120346006537897,1.3826736418406594e-08,Direct_Binding,37,7.377830078152041,Scaffold_116,Cluster_100,Train,2024-01-13 00:00:00
Kinase_0197,BDBM615895,c1cc(ccc1N)c2ncnc3c2cc(cc3)C(=O)N,Kinase,CDK2,264.288,1.9778999999999995,94.89,2,4,2,3,1.0048050118895007,0.03850595028119939,1.5433167241845063,0.3140535153918265,0.9991671219254472,-0.7194993845091349,1.4277904424775893,6.80243038456983,2.9479763591438214e-07,Enzymatic,37,7.273879655730156,Scaffold_166,Cluster_119,Train,2024-01-13 01:00:00
GPCR_0164,BDBM567965,c1ccc2c(c1)OCCn2C(=O)OC(C)C,GPCR,Adrenergic_Beta2,221.25599999999997,2.4304000000000006,38.769999999999996,0,3,1,1,-0.2977866362219805,0.3882392875987342,-0.8444946555902616,-1.9364783899602027,0.12045466604305038,-1.3726528096588775,-0.4885292248583149,8.474137734065463,2.174135470568236e-09,Direct_Binding,37,7.001275644625729,Scaffold_219,Cluster_094,Train,2024-01-13 02:00:00
Kinase_0082,BDBM795781,c1ccc2c(c1)ncc(n2)c3ccccc3,Kinase,ABL1,206.248,3.296800000000001,25.78,0,2,1,3,-0.7520833329792092,1.057872356000749,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,-1.3726528096588775,1.4277904424775893,7.985590885726762,2.0758884346917958e-08,Functional,20,7.321636897710472,Scaffold_078,Cluster_087,Train,2024-01-13 03:00:00
Protease_0223,BDBM253075,CC(C)CC(NC(=O)C)C(=O)NOC,Protease,Thrombin,202.25399999999996,0.2147999999999997,67.43,2,3,5,0,-0.8729829203225186,-1.3241787945244232,0.37494002267675314,0.3140535153918265,0.12045466604305038,1.2399608909400932,-1.446689058526267,7.150532925621093,5.70780820760292e-08,Functional,37,6.82280979344785,Scaffold_133,Cluster_084,Train,2024-01-13 04:00:00
GPCR_0045,BDBM164022,C1CC(CCC1N)c2ccccc2S,GPCR,Serotonin_5HT2A,207.34200000000004,2.960200000000001,26.02,2,2,1,1,-0.7189676222747561,0.7977171265176948,-1.3869856586574083,0.3140535153918265,-0.7582577898393464,-1.3726528096588775,-0.4885292248583149,8.638465773803409,1.5415847280235385e-09,Functional,37,6.646921923583771,Scaffold_115,Cluster_171,Train,2024-01-13 05:00:00
GPCR_0180,BDBM130641,C1CN(CCN1)c2ccc(cc2)OCS,GPCR,Adrenergic_Beta2,224.32899999999998,1.3622999999999996,24.5,2,4,3,1,-0.20476599728708114,-0.43728596674128445,-1.4516590958858056,0.3140535153918265,0.9991671219254472,-0.06634595935939212,-0.4885292248583149,8.911671024859203,3.199102579462583e-09,Functional,25,6.879751522919317,Scaffold_168,Cluster_103,Train,2024-01-13 06:00:00
Kinase_0240,BDBM174852,c1cc(ccc1N)c2ncnc3c2cc(cc3),Kinase,EGFR,221.26300000000003,2.8790000000000004,51.8,1,3,1,3,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.801389000219434,1.8190159336467596e-08,Functional,37,6.793488823208122,Scaffold_273,Cluster_035,Train,2024-01-13 07:00:00
Protease_0303,BDBM338989,CC(C)CC(NC(=O)C)C(=O)NN(C)C,Protease,Thrombin,215.29699999999997,0.13000000000000123,61.440000000000005,2,3,5,0,-0.47816736756368694,-1.3897199812747576,0.1200756220201091,0.3140535153918265,0.12045466604305038,1.2399608909400932,-1.446689058526267,7.362374379812312,5.2743062412335385e-08,Direct_Binding,37,6.969024939717883,Scaffold_235,Cluster_136,Train,2024-01-13 08:00:00
Kinase_0212,BDBM862427,c1ccc(cc1)NC(=O)Nc2ccc(cc2),Kinase,CDK2,212.252,3.3306000000000004,41.13,2,1,2,2,-0.5703404380344854,1.0839960837385003,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,-0.7194993845091349,0.46963060880963725,7.62798084602709,4.210976726947416e-08,Enzymatic,30,7.100651066548356,Scaffold_103,Cluster_053,Train,2024-01-13 09:00:00
Protease_0062,BDBM480816,c1ccc(cc1)C(=O)NC(C)C(=O)OCCC,Protease,Factor_Xa,235.28299999999993,1.7581,55.400000000000006,1,3,5,1,0.1268148939894825,-0.1313755691495052,-0.13691619433483734,-0.811212437284188,0.12045466604305038,1.2399608909400932,-0.4885292248583149,7.837055885605879,2.427997010095743e-08,Direct_Binding,30,6.514196634471723,Scaffold_182,Cluster_063,Train,2024-01-13 10:00:00
Protease_0158,BDBM732552,CC(C)CC(NC(=O)C)C(=O)NC(=O)N,Protease,Thrombin,215.25299999999996,-0.26789999999999903,101.29,3,3,4,0,-0.47949926086441474,-1.6972534507082315,1.8156259335672313,1.4393194680678412,0.12045466604305038,0.5868074657903506,-1.446689058526267,7.5677011518388335,6.9546151379210015e-09,Direct_Binding,30,6.633778144993968,Scaffold_079,Cluster_056,Train,2024-01-13 11:00:00
Protease_0337,BDBM283906,C1CCC(CC1)NC(=O)C(C)NOOC,Protease,Trypsin,216.281,0.9063999999999998,59.59,2,4,5,0,-0.448381390111053,-0.7896471346596574,0.04136124118291516,0.3140535153918265,0.9991671219254472,1.2399608909400932,-1.446689058526267,7.810907815725919,2.1662879419420545e-08,Direct_Binding,30,7.411120501391958,Scaffold_097,Cluster_183,Train,2024-01-13 12:00:00
Kinase_0228,BDBM830789,c1cc(ccc1N)c2ncnc3c2cc(cc3)NCO,Kinase,EGFR,266.30400000000003,2.2407,84.06,3,5,3,3,1.0658299413046515,0.2416217978989852,1.0825184839321769,1.4393194680678412,1.877879577807844,-0.06634595935939212,1.4277904424775893,7.171255283310604,2.5365441945269745e-08,Direct_Binding,30,6.780683215515975,Scaffold_076,Cluster_049,Train,2024-01-13 13:00:00
Protease_0202,BDBM861299,c1ccc(cc1)C(=O)NC(C)C(=O)N(C)CSCC,Protease,Trypsin,280.39300000000003,1.9739,49.410000000000004,1,3,6,1,1.4923082302580497,0.03541438486844804,-0.3917805949914814,-0.811212437284188,0.12045466604305038,1.8931143160898358,-0.4885292248583149,7.469819710177193,2.9590408212753815e-08,Direct_Binding,37,6.725161024215932,Scaffold_106,Cluster_146,Train,2024-01-13 14:00:00
GPCR_0135,BDBM599250,C1CN(CCN1)c2ccc(cc2)NCC(C)C,GPCR,Adrenergic_Beta2,233.35899999999998,2.1640999999999995,27.299999999999997,2,3,4,1,0.06857483238494584,0.18241832024479013,-1.3325238167808635,0.3140535153918265,0.12045466604305038,0.5868074657903506,-0.4885292248583149,8.580316389802817,1.0799822929705928e-09,Direct_Binding,30,6.958323594587576,Scaffold_158,Cluster_050,Train,2024-01-13 15:00:00
Protease_0142,BDBM350940,c1ccc(cc1)C(=O)NC(C)C(=O)OC,Protease,Factor_Xa,207.22899999999996,0.9779,55.400000000000006,1,3,3,1,-0.7223881664334452,-0.7343854029067208,-0.13691619433483734,-0.811212437284188,0.12045466604305038,-0.06634595935939212,-0.4885292248583149,7.432212809694008,3.73280578647828e-08,Functional,30,7.483340768414227,Scaffold_093,Cluster_169,Train,2024-01-13 16:00:00
Kinase_0178,BDBM879015,c1cc(ccc1C(=O)N)Nc2nccc(n2),Kinase,EGFR,214.228,1.3191,80.9,2,4,3,2,-0.5105263207109058,-0.47067487319900236,0.9480658117994566,0.3140535153918265,0.9991671219254472,-0.06634595935939212,0.46963060880963725,6.890459111573597,2.2204399780635984e-07,Direct_Binding,37,6.534670266726483,Scaffold_052,Cluster_159,Train,2024-01-13 17:00:00
GPCR_0018,BDBM896041,C1CN(CCN1)c2ccc(cc2)S(=O)(=O)N,GPCR,Dopamine_D2,241.31599999999997,-0.2563999999999994,75.43,2,4,2,1,0.3094356277005955,-1.6883652001465705,0.7153265344051591,0.3140535153918265,0.9991671219254472,-0.7194993845091349,-0.4885292248583149,8.99247238170109,1e-09,Enzymatic,25,7.437965231433894,Scaffold_014,Cluster_094,Train,2024-01-13 18:00:00
GPCR_0058,BDBM493914,c1cc(ccc1O)CCNC(=O)ON,GPCR,Serotonin_5HT2A,196.20599999999996,0.5346000000000002,84.58,3,4,3,1,-1.0560577085679692,-1.0770081397749258,1.104643607194523,1.4393194680678412,0.9991671219254472,-0.06634595935939212,-0.4885292248583149,9.0,1e-09,Direct_Binding,30,7.123998485528983,Scaffold_274,Cluster_119,Train,2024-01-13 19:00:00
GPCR_0037,BDBM714094,c1cc(ccc1O)CCNOCC,GPCR,Adrenergic_Beta2,181.23499999999996,1.4758000000000002,41.489999999999995,2,3,5,1,-1.509234404140496,-0.349562798154455,-0.7287632416026036,0.3140535153918265,0.12045466604305038,1.2399608909400932,-0.4885292248583149,8.93260835026486,1e-09,Direct_Binding,20,6.732505992207831,Scaffold_021,Cluster_141,Train,2024-01-13 20:00:00
Kinase_0329,BDBM775885,c1cc(ccc1C(=O)N)Nc2nccc(n2)F,Kinase,ABL1,232.218,1.4582,80.9,2,4,3,2,0.034036417472899295,-0.36316568597056265,0.9480658117994566,0.3140535153918265,0.9991671219254472,-0.06634595935939212,0.46963060880963725,6.7787519725578225,2.118512419628507e-07,Direct_Binding,37,6.9305293384622075,Scaffold_066,Cluster_105,Train,2024-01-13 21:00:00
Protease_0085,BDBM519487,c1cc(ccc1S(=O)(=O)N)CC(=O)NC(C)C,Protease,Thrombin,256.32699999999994,0.40109999999999985,89.25999999999999,2,3,4,1,0.7638231353646916,-1.1801891354255136,1.3037697165556401,0.3140535153918265,0.12045466604305038,0.5868074657903506,-0.4885292248583149,7.8923633566041,1.5859690441552877e-08,Enzymatic,37,6.670462511581642,Scaffold_277,Cluster_096,Train,2024-01-13 22:00:00
Kinase_0008,BDBM524434,c1cc(ccc1N)c2ncnc3c2cc(cc3),Kinase,ABL1,221.26300000000003,2.8790000000000004,51.8,1,3,1,3,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.788639209372937,3.032231453297708e-08,Enzymatic,20,7.019385859503937,Scaffold_179,Cluster_165,Train,2024-01-13 23:00:00
Kinase_0156,BDBM849666,c1ccc(cc1)NC(=O)Nc2ccc(cc2)N,Kinase,CDK2,227.267,2.9128,67.15,3,2,2,2,-0.11583184916123178,0.7610820763765865,0.36302649476625887,1.4393194680678412,-0.7582577898393464,-0.7194993845091349,0.46963060880963725,7.091993287296045,3.306241920697686e-08,Direct_Binding,25,6.612580390411937,Scaffold_036,Cluster_079,Train,2024-01-14 00:00:00
GPCR_0100,BDBM954643,C1CC(CCC1N)c2ccccc2OCCF,GPCR,Serotonin_5HT2A,237.31799999999998,3.019800000000002,35.25,1,2,4,1,0.18841495914813028,0.8437814511676955,-0.9942647207507601,-0.811212437284188,-0.7582577898393464,0.5868074657903506,-0.4885292248583149,8.853736608270932,2.6382110146351648e-09,Functional,25,7.052662267776748,Scaffold_168,Cluster_055,Train,2024-01-14 01:00:00
GPCR_0102,BDBM486326,C1CN(CCN1)c2ccc(cc2)C(=O)O,GPCR,Serotonin_5HT2A,206.24499999999998,0.7943999999999996,52.57000000000001,2,3,2,1,-0.7521741438860774,-0.8762109662167046,-0.2573279228587609,0.3140535153918265,0.12045466604305038,-0.7194993845091349,-0.4885292248583149,8.741211856110837,1.0654928762700381e-09,Direct_Binding,20,7.161667259629189,Scaffold_162,Cluster_101,Train,2024-01-14 02:00:00
GPCR_0051,BDBM927543,C1CC(CCC1N)c2ccccc2SS(=O)(=O)N,GPCR,Serotonin_5HT2A,286.4220000000001,1.9671,86.18,2,4,3,1,1.6748078827600061,0.03015872366677025,1.1727209095402045,0.3140535153918265,0.9991671219254472,-0.06634595935939212,-0.4885292248583149,9.0,1e-09,Direct_Binding,37,6.802419511278536,Scaffold_118,Cluster_037,Train,2024-01-14 03:00:00
Protease_0322,BDBM460934,c1cc(ccc1S(=O)(=O)N)CC(=O)O,Protease,Trypsin,215.22999999999996,-0.03889999999999999,97.46,2,3,3,1,-0.4801954778170676,-1.5202613308281985,1.6526658910772565,0.3140535153918265,0.12045466604305038,-0.06634595935939212,-0.4885292248583149,7.885972754360018,9.433381433999234e-09,Functional,37,7.369695884851634,Scaffold_107,Cluster_121,Train,2024-01-14 04:00:00
Protease_0123,BDBM755879,CC(C)CC(NC(=O)C)C(=O)NS(=O)(=O)NCC,Protease,Trypsin,279.362,-0.4922999999999984,104.37,3,4,7,0,1.4610995485978215,-1.8706902703636004,1.9466747405826674,1.4393194680678412,0.9991671219254472,2.5462677412395784,-1.446689058526267,7.735314971687175,1.1978694010501155e-08,Functional,37,6.943439102836044,Scaffold_104,Cluster_028,Train,2024-01-14 05:00:00
GPCR_0133,BDBM465254,C1CC(CCC1N)c2ccccc2Cl,GPCR,Serotonin_5HT2A,209.72000000000003,3.3249000000000013,26.02,1,1,1,1,-0.6469848434308938,1.0795906030253297,-1.3869856586574083,-0.811212437284188,-1.6369702457217434,-1.3726528096588775,-0.4885292248583149,8.1982802160699,3.2097227796652122e-09,Enzymatic,25,7.250265763938843,Scaffold_156,Cluster_139,Train,2024-01-14 06:00:00
Protease_0254,BDBM893751,c1ccc(cc1)C(=O)NC(C)C(=O)C(=O)NBr,Protease,Trypsin,299.12399999999997,0.8001,75.27,2,3,4,1,2.059301262438196,-0.8718054855035331,0.7085188041705905,0.3140535153918265,0.12045466604305038,0.5868074657903506,-0.4885292248583149,7.800922786978283,8.380945423778925e-09,Direct_Binding,37,7.028189261756356,Scaffold_084,Cluster_167,Train,2024-01-14 07:00:00
Protease_0147,BDBM438400,c1ccc(cc1)C(=O)NC(C)C(=O)OCCCC,Protease,Factor_Xa,249.30999999999992,2.1482,55.400000000000006,1,3,6,1,0.5514164242009464,0.17012934772910268,-0.13691619433483734,-0.811212437284188,0.12045466604305038,1.8931143160898358,-0.4885292248583149,7.484396489358558,1.7434902272387547e-08,Direct_Binding,25,6.588578339636644,Scaffold_218,Cluster_116,Train,2024-01-14 08:00:00
Protease_0280,BDBM405364,c1cc(ccc1S(=O)(=O)N)CNCC(C)C,Protease,Thrombin,242.34399999999997,1.0796000000000001,72.19,2,3,5,1,0.3405534984539556,-0.6557823522875093,0.5774699971551543,0.3140535153918265,0.12045466604305038,1.2399608909400932,-0.4885292248583149,7.928400527197071,1.1395110381399452e-08,Direct_Binding,37,7.430672255562398,Scaffold_139,Cluster_077,Train,2024-01-14 09:00:00
GPCR_0126,BDBM736237,C1CC(CCC1N)c2ccccc2CO,GPCR,Serotonin_5HT2A,205.30100000000002,2.1638000000000006,46.25,2,2,2,1,-0.7807493092471386,0.18218645283883464,-0.5262332671242019,0.3140535153918265,-0.7582577898393464,-0.7194993845091349,-0.4885292248583149,8.620883915043976,1.3135568156487684e-09,Functional,37,7.374071773305185,Scaffold_120,Cluster_160,Train,2024-01-14 10:00:00
Kinase_0434,BDBM300924,c1ccc2c(c1)ncc(n2)c3ccccc3C,Kinase,EGFR,220.27499999999998,3.605220000000002,25.78,0,2,1,3,-0.32748180276774536,1.296247507150968,-1.3971972540092605,-1.9364783899602027,-0.7582577898393464,-1.3726528096588775,1.4277904424775893,8.119548338369395,6.783578709160085e-09,Direct_Binding,37,7.3655771456245525,Scaffold_112,Cluster_106,Train,2024-01-14 11:00:00
GPCR_0089,BDBM521326,c1ccc2c(c1)OCCn2S(=O)(=O)N,GPCR,Dopamine_D2,214.24599999999998,0.08889999999999987,72.63,1,3,1,1,-0.5099814552696998,-1.4214858158907824,0.5961912553002165,-0.811212437284188,0.12045466604305038,-1.3726528096588775,-0.4885292248583149,8.730607694325194,3.7097624864963e-09,Functional,37,6.953989911199699,Scaffold_182,Cluster_014,Train,2024-01-14 12:00:00
GPCR_0142,BDBM408137,C1CC(CCC1N)c2ccccc2N(C)C,GPCR,Adrenergic_Beta2,218.34400000000002,2.7375000000000007,29.259999999999998,1,2,2,1,-0.38593375648830697,0.6255942221627447,-1.249129121407404,-0.811212437284188,-0.7582577898393464,-0.7194993845091349,-0.4885292248583149,8.33755588163278,3.5992419513232705e-09,Enzymatic,37,6.707540936205703,Scaffold_014,Cluster_052,Train,2024-01-14 13:00:00
Protease_0052,BDBM676790,c1ccc(cc1)C(=O)NC(C)C(=O)OC,Protease,Factor_Xa,207.22899999999996,0.9779,55.400000000000006,1,3,3,1,-0.7223881664334452,-0.7343854029067208,-0.13691619433483734,-0.811212437284188,0.12045466604305038,-0.06634595935939212,-0.4885292248583149,7.645348068668445,4.066356162422897e-08,Enzymatic,37,6.834878290136985,Scaffold_071,Cluster_056,Train,2024-01-14 14:00:00
GPCR_0016,BDBM291605,c1cc(ccc1O)CCNN(C)C,GPCR,Serotonin_5HT2A,180.25099999999998,1.0009000000000001,35.5,2,3,4,1,-1.5390203815931283,-0.7166089017833985,-0.9836276422592474,0.3140535153918265,0.12045466604305038,0.5868074657903506,-0.4885292248583149,8.669802243067243,3.5570498901972792e-09,Enzymatic,37,7.316973907271837,Scaffold_226,Cluster_087,Train,2024-01-14 15:00:00
Protease_0108,BDBM245303,CC(C)CC(NC(=O)C)C(=O)NCCO,Protease,Trypsin,216.28099999999995,-0.3542999999999991,78.43,3,3,6,0,-0.4483813901110547,-1.7640312636236677,0.8429714763033114,1.4393194680678412,0.12045466604305038,1.8931143160898358,-1.446689058526267,7.5039629131749805,1.740492689585426e-08,Direct_Binding,37,7.367979626730903,Scaffold_064,Cluster_142,Train,2024-01-14 16:00:00
Kinase_0229,BDBM929868,c1ccc2c(c1)ncc(n2)c3ccccc3C(=O)N,Kinase,ABL1,249.27299999999997,2.3956999999999993,68.87,1,3,2,3,0.5502964230162453,0.36141995764311236,0.43620959478786614,-0.811212437284188,0.12045466604305038,-0.7194993845091349,1.4277904424775893,7.086213443611006,4.635955312752792e-08,Direct_Binding,30,6.7069925784384266,Scaffold_193,Cluster_041,Train,2024-01-14 17:00:00
Kinase_0443,BDBM651363,c1cc(ccc1N)c2ncnc3c2cc(cc3),Kinase,VEGFR2,221.26300000000003,2.8790000000000004,51.8,1,3,1,3,-0.29757474410595375,0.7349583486388352,-0.2900901246126204,-0.811212437284188,0.12045466604305038,-1.3726528096588775,1.4277904424775893,7.363407684994019,1.4671509411763562e-08,Direct_Binding,30,7.353961966955422,Scaffold_014,Cluster_169,Train,2024-01-14 18:00:00
Protease_0073,BDBM658375,c1cc(ccc1S(=O)(=O)N)CF,Protease,Factor_Xa,189.21099999999996,0.8035000000000002,60.16,1,2,2,1,-1.26779847308135,-0.869177654902694,0.0656137801435638,-0.811212437284188,-0.7582577898393464,-0.7194993845091349,-0.4885292248583149,7.252655955770572,4.1853887287974466e-08,Enzymatic,25,7.477456563183843,Scaffold_228,Cluster_099,Train,2024-01-14 19:00:00
Kinase_0213,BDBM108602,c1cc(ccc1C(=O)N)Nc2nccc(n2)N,Kinase,VEGFR2,229.243,0.9013000000000002,106.92,3,5,3,2,-0.056017731837652046,-0.7935888805609154,2.055172941196097,1.4393194680678412,1.877879577807844,-0.06634595935939212,0.46963060880963725,6.5570292645239805,3.8992761244707645e-07,Direct_Binding,20,7.24359391617656,Scaffold_107,Cluster_133,Train,2024-01-14 20:00:00
Kinase_0080,BDBM129959,c1ccc(cc1)NC(=O)Nc2ccc(cc2),Kinase,CDK2,212.252,3.3306000000000004,41.13,2,1,2,2,-0.5703404380344854,1.0839960837385003,-0.7440806346303815,0.3140535153918265,-1.6369702457217434,-0.7194993845091349,0.46963060880963725,7.159510662809867,4.7643262550335275e-08,Enzymatic,25,6.814350113183749,Scaffold_195,Cluster_111,Train,2024-01-14 21:00:00
